ID	LastName	FirstName	Title	Narrative	CrossRef	Index
person257	"Alexander"	"William"	""	"William Alexander (1824-1911; ODNB), archbishop of Armagh, 1896-1911. Exeter and Brasenose Colls., Oxford; dean of Emly, 1864-96; bishop of Derry, 1867-96; a high churchman, though retained good relations with the clergy of other churches; m. Cecil Frances Alexander [nï¿½e Humphreys], the noted hymnist."		
person256	"Hamilton"	"[William] Robert"	""	"Robertï¿½Hamilton (priest, 1893; CCD), vicar, St George's, Wolverhampton, 1896-1902. Queen's Coll., Belfast; rector, Sutton St Anne, Southwark, 1902."		
person258	"Parker"	"Samuel Sandbach"	""	"Samuel Sandbach Parker (1837-1905), shipping merchant. Partner, Sandbach, Tinne & Co., Liverpool, and Sandbach, Parker & Co., Demerara; m. Mary Isabella Gore Booth, Ella's aunt."		
person260	"Lowe  [nï¿½e Sneyd]"	"Caroline Anne"	""	"Caroline [nï¿½e Sneyd], Viscountess Sherbooke (1835-1914), widow of Robert Lowe, Viscount Sherbrooke, the Liberal cabinet minister (1811-92; ODNB); dedicated the eastern porch of St Margaretï¿½s to his memory in 1894."		
person259	"Potter"	"Henry Codman"	""	"Henry Potter (1834-1908; WWW), bishop of New York, 1883-1908. "		
person264	"Broadbent"	"William Henry"	"Sir"	"Sir Williamï¿½Broadbent (1835-1907; ODNB), physician at leading London hospitals, and to Queen Victoria, 1898, and Edward VII and Prince of Wales, 1901."		
person265	"Hamilton [nï¿½e Fowler]"	"Edith Henrietta"	""	"Edith Hamilton [nï¿½e Fowler], (1865-1944), novelist whose novels included For richer for poorer (1905) and Patricia (1915); biographer of her father, Sir Henry Fowler (1912)."		
person268	"Rainy"	"Robert"	""	"Robert Rainy (1826-1906; ODNB), first moderator of the general assembly of the United Free Church of Scotland, 1900, and again in 1905. Glasgow Univ.; Free Church minister, prominent in seeking union of the various free presbyterian churches, and after 1900 in resolving the dispute between the United Free Church and Free Church remnant, the 'Wee Frees'; cautious moderniser and ï¿½ecclesiastical statesman of his churchï¿½."		
person266	"Robson"	"William Snowdon"	""	"Williamï¿½Robson (1852-1918; ODNB), MP (L), South Shields, 1895-1910. Gonville and Caius Coll., Cambridge; solicitor-general, 1905-8; attorney-general, 1908-10;ï¿½baron Robson of Jesmond (1910)."		
person270	"Gleichen"	"Feodora Georgina Maud"	"Lady"	"Lady Feodora Gleichenï¿½(1861-1922; ODNB), sculptor whoï¿½won many commissions in Britain and overseas. First female member of the Royal Society of British Sculptors (posthumously awarded); relinquished German title of countess in 1917."		
person271	"Turner"	"Hugh Thackeray"	""	"Hugh Turner (1853-1937; ODNB), arts and crafts architect. Pupil of George Gilbert Scott who parted from the Scott firm subsequently; secretary, Society for the Protection of Ancient Buildings, 1883-1911."		
person272	"Routledge [nï¿½e Stephenson]"	"Martha"	""	"Martha Routledge [nï¿½e Stephenson] (b. 1844-1930), mother of Archibald Seaton Routledge; m. Edmund Warne Routledge (1865)."		
person273	"Pauncefote"	"Julian"	""	"Julian, Baron Pauncefote (1828-1902; ODNB), British ambassador to the United States, 1889-1902.ï¿½"		
person274	"Bruce"	"Charles Thomas"	""	"Charles Bruce (1854-1915), son of Thomas Charles Bruce, MP (C) Portsmouth, 1875-85. Military career; m. Edith Mary Parker (1897), Ella's first cousin."		
person275	"Parker Smith [nï¿½e Hamilton]"	"Mary [Maimie]"	""	"Mary [Maimie] Parker Smith  [nï¿½e Hamilton] (1860-1941), m. James Parker Smith, MP (1854-1929), Ella's cousin."		
person276	"Moule"	"Handley Carr Glyn"	""	"Handleyï¿½Moule (1841-1920; ODNB), Henson's predecessor as bishop ofï¿½Durham, 1901-20; Trinity Coll., Cambridge; Norrisian professor of divinity, Cambridge, 1899-1901; evangelical who as bishop gave greater attention to spiritual than administrative matters."		
person277	"Wallop"	"Newton"	""	"Newton Wallop, 6th earl of Portsmouth (1856-1917; WWW), landowner and liberal politician. Parliamentary under-secretary for war, 1905-8; ecclesiastical commissioner, 1909."		
person278	"Cooper"	"John"	""	"John Cooper, boot and shoe manufacturer, renting Delapre Abbey from the Shiel Bouverie family. "		
person279	"Thicknesse [nï¿½ Coldwell]"	"Francis"	""	"Francisï¿½Thicknesse [nï¿½ Coldwell] (1829-1921, WWW), archdeacon, Northampton, 1875-1911, and first suffragan bishop of Leicester, 1888-1902; Brasenose Coll., Oxford; canon, Peterborough, 1875-1920; rector, Oxendon, 1892-1914."		
person280	"Boyd Carpenter"	"William"	""	"William Boyd Carpenter (1841-1918; ODNB), bishop of Ripon, 1884-1911; St Catharine's Coll., Cambridge; canon and sub-dean, Westminster, 1911-18; prolific writer of works that ranged from religious teaching to popular fiction; supported Henson in the controversy over his appointment as bishop of Hereford and attended his consecrationï¿½- <i>Retrospect</i>, I, 247, 257. "		
person281	"Montgomery"	"Henry Hutchinson"	""	"Henry Hutchinson Montgomery (1847-1932; ODNB), bishop of Tasmania, 1889-1901, and secretary, Society for the Propagation of the Gospel, 1901-19. Previously a curate at St. Margaret's, Westminster, 1876-9, under Dean Frederic Farrar; m. Farrar's daughter, Maud (1881); father of General Bernard Montgomery, 1st viscount Montgomery of Alamein."		
person282	"Campbell"	"Francis Bunbury Fitzgerald"	""	"Francis [Frank] Campbell (1863-1905), curate, St. Margaret's, Westminster, 1902-5. Librarian, British Museum, 1884-1900, cataloging colonial records;ï¿½priest, 1900; private secretary, James Welldon, bishop of Calcutta, 1900-2; author of <i>The theory of national and international bibliography</i> (1896)."		
person283	"Montgomery [nï¿½e Farrar]"	"Maud"	""	"Maud Montgomery [nï¿½e Farrar] (1864-1949), daughter of Frederic Farrar; m. Henry Montgomery (1881); mother of General Bernard Montgomery, 1st viscount Montgomery of Alamein."		
person284	"Wolfe-Barry"	"John"	"Sir "	"Sir John Wolfe-Barry (1836-1918; ODNB), designer ofï¿½manyï¿½railways, docks, and bridges, including Tower Bridge (1894).; brother of Bishop Alfred Barry; m. Rosalind Rowsell (1874)."		
person285	"Barlow"	"William Hagger"	""	"William Barlow (1833-1908; ODNB), dean of Peterborough, 1901-8; St John's Coll., Cambridge; strong supporter of Ridley Hall; served on Prayer Book revision committee, 1907; leading evangelical within the Church following his appointment to theï¿½vicarageï¿½at Islington in 1887.ï¿½"		
person286	"Smith"	"Sabrina Douglas Clavering"	""	"Sabrina Smith (1825-1915), sister to Isabella Smith, Ella's grandmother; m. Robert Paisley."		
person290	"Parker"	"Charles Sandbach"	""	"Charles Sandbach Parker (1864-1920; WWW), partner, Sandbach, Tinne & Co., Liverpool, and Sandbach, Parker & Co., Demerara, 1890-1908; chairman and managing director, Demerara Co., 1908-20, and British Empire Producers' Organisation, 1916-20. University Coll., Oxford;ï¿½parliamentary candidate (U) for Barnstaple, 1910, 1911ï¿½(unsuccessful); Ella's first cousin, son of Ella's aunt Isabella [nï¿½e Gore Booth] and Samuel Sandbach Parker."		
person296	"Duckworth"	"Robinson"	""	"Robinson Duckworth (1834-1911; WWW), sub-dean and canon, Westminster, 1875-1911. University Coll., Oxford.; chaplain in ordinary to Queen Victoria (1870-1901) and toï¿½George V (1910); represented by the duck in Lewis Carroll's <i>Alice's adventures in wonderland</i>. "		
person293	"Saxton"	"Edwin Harold"	""	"Edwin Saxton (1888-1948), a young mentee of Henson's while attached to St. Margaret's, Westminster. Brotherï¿½of Albert and Rosa."		
person297	"Daniell-Bainbridge"	"Howard Gurney"	""	"Howard Daniell-Bainbridge (1858-1950; CCD), minor canon and sacristan, Westminster Abbey, 1890-99, and precentor, 1899-1909. Trinity Coll., Oxford; rector, Handsworth, 1909-28."		
person298	"Greatorex"	"Theophilus"	""	"Theophilus Greatorex (1864-1933), minor canon, Westminster, 1892-02; vicar,ï¿½St James-the-Less, Pimlico, 1902-8, 1930-1; rector in Western Australia, 1908-26; distinguished cricketer."		
person300	"Ellison"	"William Claude"	""	"William Ellison (1877-1964; CCD), parish clerk, St. Margaret's, Westminster, c. 1901-1905. Priest, 1906; curate, St. Paul's, Balsall Heath, 1905-15; vicar, St. Nicholas Birmingham."		
person299	"Thynne"	"John Charles"	""	"John Thynne (1838-1918), receiver-general to the dean and chapter, Westminster, 1865-1902."		
person301	"Burrows"	"Winfred Oldfield"	""	"Winfred Burrows (1858-1929; WWW), vicar, Holy Trinity, Leeds, 1900-3. Corpus Christi and Christ Church Colls., Oxford;ï¿½principal of Leeds Clergy School, 1891-1900; vicar, St Augustineï¿½s, Edgbaston, 1903-12; archdeacon of Birmingham, 1904-12;ï¿½bishop of Truro, 1912-19, and Chichester, 1919-29; publications include 'Anglican worship', in Henson (ed.), <i>Church problems: a modern view of anglicanism</i> (1900)."		
person302	"Anson sisters"	""	""	"Warden Anson of All Souls lived with three of his seven sisters who were unmarried: Elizabeth, Florence, Gertrude.ï¿½ All three were religious philanthropists, the true initiators of St Margaretï¿½s House, Bethnal Green, which performed similar work for young women as Oxford House for men: Henson (ed.), <i>A memoir of Sir William Reynell Anson</i> (1920)."		
person305	"Asquith"	"Raymond"	""	"Raymond Asquith (1878-1916; ODNB), e.s. of Herbert Henry Asquith. Balliol Coll., Oxford; fellow, All Souls Coll., Oxford, 1902-9; barr., 1904; society figure; joined army 1915, serving on the western front from October; killed in action, 15 September 1916; subsequently lamented as ï¿½the lost leader of a lost generationï¿½."		
person306	"Gwyer"	"Maurice Linford"	"Sir"	"Sir Mauriceï¿½Gwyer (1878-1952; ODNB), fellow, All Souls Coll., 1902-16. Christ Church Coll., Oxford; member, National Insurance Commission, 1912-19; solicitor, ministry of health, 1919-26; at the treasury, procurator-general and solicitor, 1926-33, and first parliamentary counsel, 1934-7; advised on legal issues of Edward VIIIï¿½s abdication; chief justice of India, 1937-43; vice-chancellor, Delhi University, 1938-50; compiler and editor of standard legal texts."		
person307	"Cox"	"Herbert Francis"	""	"Herbertï¿½Cox (b. approx 1880), a new member of Henson's St Paul's Guild in November 1902. Later reprimanded for closeness with choirboys, in the wake of incidents of grooming at St. Margaret's by Archibald Routledge. Worked at Gorringe's department store and drapers on Buckingham Palace Road."		
person308	"Hobhouse"	"Walter"	""	"Walter Hobhouse (1862-1928; WWW), editor of <i>The Guardian</i>, 1900-5. New Coll., Oxford; canon of Gloucester, 1913-20; publications include <i>The Church and the world in idea and in History</i> (Bampton lectures, 1909)."		
person309	"Pennefather"	"Somerset Edward"	""	"Somerset Pennefather (1848-1917; WWW), vicar,ï¿½St Mary Abbott's, Kensington, 1897-1917; military chaplain, WWI."		
person311	"Palmer"	"William Waldegrave"	""	"Williamï¿½Palmer, 2nd earl of Selborne (1859-1942; ODNB),  liberal unionist politician and leading lay churchman. University Coll., Oxford; m. Lady Maud Cecil, so part of the Cecil 'cousinage' ; father of Lord Wolmer; first lord of the admiralty, 1900-5; governor, Transvaal and high commissioner for South Africa, 1905-10; chairman, Archbishopsï¿½ Committee on Church and State, 1913-17, which recommended the introduction of what became ï¿½The Enabling Actï¿½, 1919; warden of Winchester College, 1920-5; member of numerous church bodies, and chairman, house of laity in the Church Assembly from 1924."		
person310	"Kenyon-Slaney"	"William"	""	"Kenyon-Slaney (1847-1908; ODNB), MP (C), 1886-1908. Christ Church Coll., Oxford; Grenadier Guards, 1867-88, serving in the Egyptian campaign, 1882; keen cricketer with MCC; played football for England; a committed evangelical, he was the notorious author of the Kenyon-Slaney amendment to the 1902 Education Act."		
person312	"Fergusson"	"James"	"Sir"	"Sir James Fergusson (1832-1907; ODNB)ï¿½ MP (C), North-east Manchester, 1885-1906. University Coll., Oxford; governor of Bombay, 1880-5; under-secretary of state, foreign office, 1886-91."		
person326	"Ryle [nï¿½e Adams]"	"Nea Hewish"	""	"Nea Ryle [nï¿½e Adams] (1855-1936), m. Herbert Edward Ryle, 1883."		
person327	"Knowling"	"Arthur"	""	"Arthur Knowling (b. 1852), father of Harold Knowling. Railway signalman; m. Margaret Knowling [nï¿½e Blake], 1881."		
person328	"Knowling [nï¿½e Blake]"	"Margaret"	""	"Margaret Knowling [nï¿½e Blake],(b. 1851), mother of Harold Knowling, m. Arthur Knowling, 1881."		
